Old - Site Name,Logical Site,Short Name,Old - Cell Name,Cell Name,Cell Type,Latitude,Longitude,UF,ANF,City,MCC,MNC,Old - Site ID,eNodeB ID,Old - Cell ID,Cell ID,Antenna Height (m),Azimuth,E-Tilt Existente (AAU 4G),E. Tilt,M.Tilt,M.Tilt AAU LTE,Antenna Model,Carriers (MHz),Frequency Band,DL EARFCN,DL Bandwidth (MHz),UL Bandwidth (MHz),TAC,PCI,Min Root,Sector,TXRX,"Split (by Freq, non-sectors especifications)",Frequency,RRU Model,Duplex Mode,Cloud Air Check,Change,Remark,OLD Short Name,OLD Site Name,Cluster,Sub-Cluster,Master Cluster,Infra,Ran Sharing,Setores 4G mMIMO (Main v302),RS Power,PA,PB
-,SR-SPSMD0,SPSMD0,-,4G-SPSMD0-18-2K,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,-,725481,-,72,101,260,6,6,9,-,-,1800,3,1700,10M,10M,31151,252,252,S3,8T8R,No,L1800S,RRU5867/AAU5726e,FDD,,NEW,NEW 1800 (PORT 2),SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9.5,DB3_P_A,false
4G-SPSM40-2,SR-SPSMD0,SPSMD0,4G-SPSM40-21-1A,4G-SPSMD0-21-1A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72470,725481,191,191,101,90,4,8,9,5,-,2100,1,75,15M,15M,31151,269,269,S1,32T32R,No,L2100,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9,DB_1DOT77_P_A,false
4G-SPSM40-2,SR-SPSMD0,SPSMD0,4G-SPSM40-21-2A,4G-SPSMD0-21-2A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72470,725481,192,192,101,90,4,8,9,5,-,2100,1,75,15M,15M,31151,277,277,S1,32T32R,No,L2100,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9,DB_1DOT77_P_A,false
4G-SPSM40-2,SR-SPSMD0,SPSMD0,4G-SPSM40-21-3A,4G-SPSMD0-21-3A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72470,725481,193,193,101,90,4,8,9,5,-,2100,1,75,15M,15M,31151,285,285,S1,32T32R,No,L2100,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9,DB_1DOT77_P_A,false
-,SR-SPSMD0,SPSMD0,-,4G-SPSMD0-21-4A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,-,725481,-,194,101,90,4,8,9,5,-,2100,1,75,15M,15M,31151,490,600,S1,32T32R,No,L2100,RRU5867/AAU5726e,FDD,,NEW,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9,DB_1DOT77_P_A,false
4G-SPSM40-3,SR-SPSMD0,SPSMD0,4G-SPSM40-21-1B,4G-SPSMD0-21-1B,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72471,725481,196,196,101,180,4,4,9,-,-,2100,1,75,15M,15M,31151,411,411,S2,8T8R,No,L2100,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11,DB2_P_A,false
4G-SPSM40-3,SR-SPSMD0,SPSMD0,4G-SPSM40-21-2B,4G-SPSMD0-21-2B,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72471,725481,197,197,101,180,4,4,9,-,-,2100,1,75,15M,15M,31151,419,419,S2,8T8R,No,L2100,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11,DB2_P_A,false
4G-SPSM40-4,SR-SPSMD0,SPSMD0,4G-SPSM40-21-1C,4G-SPSMD0-21-1C,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,73434,725481,201,201,101,260,6,6,9,-,-,2100,1,75,15M,15M,31151,244,244,S3,8T8R,No,L2100,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11,DB2_P_A,false
4G-SPSM40-4,SR-SPSMD0,SPSMD0,4G-SPSM40-21-2C,4G-SPSMD0-21-2C,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,73434,725481,202,202,101,260,6,6,9,-,-,2100,1,75,15M,15M,31151,252,252,S3,8T8R,No,L2100,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11,DB2_P_A,false
4G-SPSM40-2,SR-SPSMD0,SPSMD0,4G-SPSM40-18-1A,4G-SPSMD0-18-1A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72470,725481,211,211,101,90,4,8,9,5,-,1800,3,1276,15M,15M,31151,269,269,S1,32T32R,No,L1800,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9.8,DB0_P_A,false
4G-SPSM40-2,SR-SPSMD0,SPSMD0,4G-SPSM40-18-2A,4G-SPSMD0-18-2A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72470,725481,212,212,101,90,4,8,9,5,-,1800,3,1276,15M,15M,31151,277,277,S1,32T32R,No,L1800,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9.8,DB0_P_A,false
4G-SPSM40-2,SR-SPSMD0,SPSMD0,4G-SPSM40-18-3A,4G-SPSMD0-18-3A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72470,725481,213,213,101,90,4,8,9,5,-,1800,3,1276,15M,15M,31151,285,285,S1,32T32R,No,L1800,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9.8,DB0_P_A,false
-,SR-SPSMD0,SPSMD0,-,4G-SPSMD0-18-4A,mMIMO,-23.626158,-46.706854,SP,11,SAO PAULO,724,3,-,725481,-,214,101,90,4,8,9,5,-,1800,3,1276,15M,15M,31151,490,632,S1,32T32R,No,L1800,RRU5867/AAU5726e,FDD,,NEW,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",9.8,DB0_P_A,false
4G-SPSM40-3,SR-SPSMD0,SPSMD0,4G-SPSM40-18-1B,4G-SPSMD0-18-1B,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72471,725481,216,216,101,180,4,4,9,-,-,1800,3,1276,15M,15M,31151,411,411,S2,8T8R,No,L1800,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11.8,DB3_P_A,false
4G-SPSM40-3,SR-SPSMD0,SPSMD0,4G-SPSM40-18-2B,4G-SPSMD0-18-2B,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,72471,725481,217,217,101,180,4,4,9,-,-,1800,3,1276,15M,15M,31151,419,419,S2,8T8R,No,L1800,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11.8,DB3_P_A,false
4G-SPSM40-4,SR-SPSMD0,SPSMD0,4G-SPSM40-18-1C,4G-SPSMD0-18-1C,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,73434,725481,221,221,101,260,6,6,9,-,-,1800,3,1276,15M,15M,31151,244,244,S3,8T8R,No,L1800,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11.8,DB3_P_A,false
4G-SPSM40-4,SR-SPSMD0,SPSMD0,4G-SPSM40-18-2C,4G-SPSMD0-18-2C,MIMO (8x8),-23.626158,-46.706854,SP,11,SAO PAULO,724,3,73434,725481,222,222,101,260,6,6,9,-,-,1800,3,1276,15M,15M,31151,252,252,S3,8T8R,No,L1800,RRU5867/AAU5726e,FDD,,,,SPSM40,SR-SPSM40,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Rooftop,,"A,B(8x8),C(8x8)",11.8,DB3_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41X,4G-SPSMD1-26-DA,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,1,1,3,0,,6,0,-,-,2600,7,3150,20M,20M,31148,231,231,S1,1T1R,,L2600,RRU5301,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41Y,4G-SPSMD1-26-DB,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,2,2,3,0,,9,0,-,-,2600,7,3150,20M,20M,31148,239,239,S2,1T1R,,L2600,RRU5301,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41Z,4G-SPSMD1-26-DC,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,3,3,3,0,,10,0,-,-,2600,7,3150,20M,20M,31148,247,247,S3,1T1R,,L2600,RRU5301,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41W,4G-SPSMD1-26-DD,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,4,4,3,0,,10,0,-,-,2600,7,3150,20M,20M,31148,255,255,S4,1T1R,,L2600,RRU5301,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41I,4G-SPSMD1-18-DA,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,9,9,3,0,,10,0,-,-,1800,3,1276,15M,15M,31148,231,231,S1,1T1R,,L1800,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,18.3,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41J,4G-SPSMD1-18-DB,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,10,10,3,0,,10,0,-,-,1800,3,1276,15M,15M,31148,239,239,S2,1T1R,,L1800,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,17.8,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41K,4G-SPSMD1-18-DC,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,11,11,3,0,,10,0,-,-,1800,3,1276,15M,15M,31148,247,247,S3,1T1R,,L1800,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,18.3,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41L,4G-SPSMD1-18-DD,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,12,12,3,0,,10,0,-,-,1800,3,1276,15M,15M,31148,255,255,S4,1T1R,,L1800,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,18.3,DB0_P_A,false
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-21-DA,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,21,3,0,,7,0,-,-,2100,1,75,15M,15M,31148,10,752,S1,1T1R,,L2100,RRU5904,FDD,,NEW,NEW 2100 / Escopo SWAP Inconsistente (Verificando com Tim) ,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-21-DB,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,22,3,0,,10,0,-,-,2100,1,75,15M,15M,31148,11,744,S2,1T1R,,L2100,RRU5904,FDD,,NEW,NEW 2100 / Escopo SWAP Inconsistente (Verificando com Tim) ,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-21-DC,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,23,3,0,,11,0,-,-,2100,1,75,15M,15M,31148,246,736,S3,1T1R,,L2100,RRU5904,FDD,,NEW,NEW 2100 / Escopo SWAP Inconsistente (Verificando com Tim) ,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-21-DD,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,24,3,0,,11,0,-,-,2100,1,75,15M,15M,31148,2,728,S4,1T1R,,L2100,RRU5904,FDD,,NEW,NEW 2100 / Escopo SWAP Inconsistente (Verificando com Tim) ,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.2,DB0_P_A,false
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-18-IDA,NB-IoT,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,39,3,0,,0,0,-,-,1800,3,1204,0.2M,0.2M,41148,231,-,S1,1T1R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,-,,,,,
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-18-IDB,NB-IoT,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,40,3,0,,0,0,-,-,1800,3,1204,0.2M,0.2M,41148,239,-,S2,1T1R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,-,,,,,
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-18-IDC,NB-IoT,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,41,3,0,,0,0,-,-,1800,3,1204,0.2M,0.2M,41148,247,-,S3,1T1R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,-,,,,,
-,SR-SPSMD1,SPSMD1,-,4G-SPSMD1-18-IDD,NB-IoT,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,-,725490,-,42,3,0,,0,0,-,-,1800,3,1204,0.2M,0.2M,41148,255,-,S4,1T1R,-,L1800,,FDD,,NEW,NB-IoT (1800),SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,-,,,,,
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41GI,4G-SPSMD1-18-DI,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,129,129,3,0,,10,0,-,-,1800,3,1700,10M,10M,31148,231,231,S1,1T1R,,L1800S,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,14.6,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41GJ,4G-SPSMD1-18-DJ,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,130,130,3,0,,10,0,-,-,1800,3,1700,10M,10M,31148,239,239,S2,1T1R,,L1800S,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,15.1,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41GK,4G-SPSMD1-18-DK,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,131,131,3,0,,10,0,-,-,1800,3,1700,10M,10M,31148,247,247,S3,1T1R,,L1800S,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,14.6,DB0_P_A,false
SLSPSM41,SR-SPSMD1,SPSMD1,SLSPSM41GL,4G-SPSMD1-18-DL,Indoor,-23.624417,-46.701389,SP,11,SAO PAULO,724,3,71447,725490,132,132,3,0,,10,0,-,-,1800,3,1700,10M,10M,31148,255,255,S4,1T1R,,L1800S,RRU5522w,FDD,,,,SPSM41,SR-SPSM41,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO A,A,Indoor,,,14.6,DB0_P_A,false
4G-SPSM44,SR-SPSMD4,SPSMD4,4C-SPSM44-26-A,4G-SPSMD4-26-A,Normal,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,71096,725480,1,1,26,20,,2,2,-,-,2600,7,3150,20M,20M,31151,150,150,S1,2T2R,,L2600,RRU5301,FDD,,,,SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,15.2,DB0_P_A,false
4G-SPSM44,SR-SPSMD4,SPSMD4,4C-SPSM44-26-B,4G-SPSMD4-26-B,Normal,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,71096,725480,2,2,26,100,,2,2,-,-,2600,7,3150,20M,20M,31151,158,158,S2,2T2R,,L2600,RRU5301,FDD,,,,SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,15.2,DB0_P_A,false
4G-SPSM44,SR-SPSMD4,SPSMD4,4C-SPSM44-26-C,4G-SPSMD4-26-C,Normal,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,71096,725480,3,3,26,250,,3,3,-,-,2600,7,3150,20M,20M,31151,166,166,S3,4T4R,,L2600,RRU5301,FDD,,,,SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,15.2,DB0_P_A,false
4G-SPSM44,SR-SPSMD4,SPSMD4,4G-SPSM44-07-A,4G-SPSMD4-07-A,Normal,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,71096,725480,13,13,26,20,,5,2,-,-,700,28,9410,10M,10M,31151,150,150,S1,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,15.2,DB3_P_A,false
4G-SPSM44,SR-SPSMD4,SPSMD4,4G-SPSM44-07-B,4G-SPSMD4-07-B,Normal,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,71096,725480,14,14,26,100,,3,2,-,-,700,28,9410,10M,10M,31151,158,158,S2,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,15.2,DB3_P_A,false
4G-SPSM44,SR-SPSMD4,SPSMD4,4G-SPSM44-07-C,4G-SPSMD4-07-C,Normal,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,71096,725480,15,15,26,250,,5,3,-,-,700,28,9410,10M,10M,31151,166,166,S3,2T2R,Yes,L700,RRU5919/RRU5304w,FDD,,,,SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,15.2,DB3_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-07-IA,NB-IoT,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,43,26,20,,0,2,-,-,700,28,9362,0.2M,0.2M,41151,150,-,S1,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,,,
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-07-IB,NB-IoT,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,44,26,100,,0,2,-,-,700,28,9362,0.2M,0.2M,41151,158,-,S2,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,,,
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-07-IC,NB-IoT,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,45,26,250,,0,3,-,-,700,28,9362,0.2M,0.2M,41151,166,-,S3,2T2R,-,L700,,FDD,,NEW,NB-IoT (700),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,,,,
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-1I,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,61,26,20,4,4,2,2,-,1800,3,1700,10M,10M,31151,200,200,S1,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-2I,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,62,26,20,4,4,2,2,-,1800,3,1700,10M,10M,31151,208,208,S1,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-3I,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,63,26,20,4,4,2,2,-,1800,3,1700,10M,10M,31151,192,192,S1,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-4I,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,64,26,20,4,4,2,2,-,1800,3,1700,10M,10M,31151,348,768,S1,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-1J,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,66,26,100,4,4,2,2,-,1800,3,1700,10M,10M,31151,367,367,S2,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-2J,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,67,26,100,4,4,2,2,-,1800,3,1700,10M,10M,31151,375,375,S2,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-3J,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,68,26,100,4,4,2,2,-,1800,3,1700,10M,10M,31151,383,383,S2,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-4J,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,69,26,100,4,4,2,2,-,1800,3,1700,10M,10M,31151,53,672,S2,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-1K,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,71,26,250,4,4,3,3,-,1800,3,1700,10M,10M,31151,150,150,S3,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
-,SR-SPSMD4,SPSMD4,-,4G-SPSMD4-18-2K,mMIMO,-23.632764,-46.715643,SP,11,SAO PAULO,724,3,-,725480,-,72,26,250,4,4,3,3,-,1800,3,1700,10M,10M,31151,158,158,S3,32T32R,No,L1800S,AAU5768,FDD,,NEW,NEW 1800 (PORT 2),SPSM44,SR-SPSM44,SANTOAMARO_CAMPOBELO,SANTOAMARO_CAMPOBELO B,A,Greenfield,,"A,B,C",7.5,DB0_P_A,false
