logdate,end_id,nename,enodebname,site_id,enodebid,cellname,cellid,localcellid,sector,ecgi,frequencyband,dlearfcn,dlbw,ulbw,channelid,frequency,bandname,enbclass,mocnflag,celltype,celladminstatus,cellactivestatus,cnoperator,mcc,mnc,tac,pci,rootseqindex,rspower,pa,pb,watts,cellprio,qrxlevmin,qoffsetfreq,cellspecificoffset,cellradius,txrxmode,uepowermax,nbcellflag,cellcompression,uli,enodebversion,regional,uf,anf,ibge_id,municipio,regiao_espectro,latitude,longitude,status_ngnis,status_device,servidor
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02GI,129,129,1,724-04-72425857,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,135,136,140,0.000,0,8.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02GJ,130,130,2,724-04-72425858,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,136,296,140,0.000,0,8.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02GK,131,131,3,724-04-72425859,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,137,352,140,0.000,0,8.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02I,9,9,1,724-04-72425737,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,135,136,140,0.000,0,30.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02II,39,39,1,724-04-72425767,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44573,135,,225,1.000,1,3.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02IJ,40,40,2,724-04-72425768,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44573,136,,225,1.000,1,3.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02IK,41,41,3,724-04-72425769,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44573,137,,225,1.000,1,3.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02J,10,10,2,724-04-72425738,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,136,296,140,0.000,0,30.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02K,11,11,3,724-04-72425739,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,137,352,140,0.000,0,30.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02Q,21,21,1,724-04-72425749,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,30,584,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02R,22,22,2,724-04-72425750,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,31,808,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0112,NLCSLT02,NLCSLT02,NLCSLT02,282913,NLCSLT02S,23,23,3,724-04-72425751,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,32,520,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.932889,-53.463028,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03GI,129,129,1,724-04-72427905,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,486,680,150,0.000,0,9.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03GJ,130,130,2,724-04-72427906,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,487,432,150,0.000,0,9.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03GK,131,131,3,724-04-72427907,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,488,281,150,0.000,0,9.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03I,9,9,1,724-04-72427785,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,486,680,150,0.000,0,38.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03II,39,39,1,724-04-72427815,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,DEACTIVATED,TIM,724,4,44573,486,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03IJ,40,40,2,724-04-72427816,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,DEACTIVATED,TIM,724,4,44573,487,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03IK,41,41,3,724-04-72427817,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,DEACTIVATED,TIM,724,4,44573,488,,225,-3.000,1,1.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03J,10,10,2,724-04-72427786,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,487,432,150,0.000,0,38.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03K,11,11,3,724-04-72427787,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,488,281,150,0.000,0,38.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03Q,21,21,1,724-04-72427797,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,474,120,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03R,22,22,2,724-04-72427798,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,475,128,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0083,NLCSLT03,NLCSLT03,NLCSLT03,282921,NLCSLT03S,23,23,3,724-04-72427799,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,476,176,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.937506,-53.447419,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04GI,129,129,1,724-04-72425345,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,381,32,140,0.000,0,8.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04GJ,130,130,2,724-04-72425346,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,382,56,140,0.000,0,8.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04GK,131,131,3,724-04-72425347,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,383,664,140,0.000,0,8.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04I,9,9,1,724-04-72425225,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,381,32,140,0.000,0,30.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04II,39,39,1,724-04-72425255,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44572,381,,225,1.000,1,3.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04IJ,40,40,2,724-04-72425256,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44572,382,,225,1.000,1,3.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04IK,41,41,3,724-04-72425257,3,1352,0.200,0.200,135202,1800,1800ES,NOT_SHARED,FALSE,NB-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,44572,383,,225,1.000,1,3.000,7,-68,0.000,0.000,,2T2R,,TRUE,NO COMPRESSION,OFF,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04J,10,10,2,724-04-72425226,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,382,56,140,0.000,0,30.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04K,11,11,3,724-04-72425227,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,NC-IoT/MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,383,664,140,0.000,0,30.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04Q,21,21,1,724-04-72425237,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,138,328,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04R,22,22,2,724-04-72425238,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,139,152,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0100,NLCSLT04,NLCSLT04,NLCSLT04,282911,NLCSLT04S,23,23,3,724-04-72425239,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,140,160,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.962950,-53.427550,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60GI,129,129,1,724-04-72428417,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,327,24,160,0.000,0,12.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60GJ,130,130,2,724-04-72428418,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,328,273,160,0.000,0,12.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60GK,131,131,3,724-04-72428419,3,1600,5.000,5.000,16005,1800,1800E,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,329,416,160,0.000,0,12.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60I,9,9,1,724-04-72428297,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,327,24,160,0.000,0,48.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60J,10,10,2,724-04-72428298,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,328,273,160,0.000,0,48.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60K,11,11,3,724-04-72428299,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,329,416,160,0.000,0,48.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60Q,21,21,1,724-04-72428309,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,186,512,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60R,22,22,2,724-04-72428310,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,187,184,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-08-09,PRCSC_0113,NLCSPK60,NLCSPK60,NLCSPK60,282923,NLCSPK60S,23,23,3,724-04-72428311,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34573,188,192,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R020C10SPC270,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948836,-53.465167,IN SERVICE,IN SERVICE,10.220.30.9
2026-06-24,PRCSC_0016,NLCSPN51,NLCSPN51,NLCSPN51,282898,NLCSPN51GI,129,129,1,724-04-72422017,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,441,112,150,0.000,0,38.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R019C10SPC260,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948283,-53.420928,IN SERVICE,IN SERVICE,10.220.30.9
2026-06-24,PRCSC_0016,NLCSPN51,NLCSPN51,NLCSPN51,282898,NLCSPN51GJ,130,130,2,724-04-72422018,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,442,104,150,0.000,0,38.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R019C10SPC260,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948283,-53.420928,IN SERVICE,IN SERVICE,10.220.30.9
2026-06-24,PRCSC_0016,NLCSPN51,NLCSPN51,NLCSPN51,282898,NLCSPN51GK,131,131,3,724-04-72422019,3,1450,20.000,20.000,145020,1800,1800ES,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,443,504,150,0.000,0,38.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R019C10SPC260,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948283,-53.420928,IN SERVICE,IN SERVICE,10.220.30.9
2026-06-24,PRCSC_0016,NLCSPN51,NLCSPN51,NLCSPN51,282898,NLCSPN51Q,21,21,1,724-04-72421909,1,400,10.000,10.000,40010,2100,2100I,NOT_SHARED,FALSE,MIMO 2x2,UNBLOCK,ACTIVE,TIM,724,4,34572,315,312,182,0.000,0,40.000,7,-60,0.000,0.000,10000,2T2R,23,FALSE,NO COMPRESSION,ON,BTS3900 V100R019C10SPC260,TSL,PR,45,410480,CASCAVEL,PR/SC,-24.948283,-53.420928,IN SERVICE,IN SERVICE,10.220.30.9
